container_id,container_name,slot,item_id,item_name,item_name_log,count,status,rank,augments,extdata
11,wardrobe3,73,26328,Sarissapho. Belt,sarissaphoroi belt,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,74,26329,Luminary Sash,luminary sash,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,75,18826,Umbra Strap,umbra strap,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,76,19249,Thew Bomblet,thew bomblet,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,77,26326,Channeler's Stone,channeler's stone,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,78,26327,Asklepian Belt,asklepian belt,1,0,,,000000000000000000000000000000000000000000000000
11,wardrobe3,80,26173,Apate Ring,apate ring,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,1,21926,Tsuru,Tsuru,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,2,22197,Niobid Strap,niobid strap,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,3,25946,Sulev. Leggings +2,Sulevia's leggings +2,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,4,25643,Merlinic Hood,merlinic hood,1,0,,"Mag. Acc.+25 ""Mag.Atk.Bns.""+25;Mag. Acc.+13;""Mag.Atk.Bns.""+9",020346C02360854000000000000000000000000000000000
12,wardrobe4,5,27141,Merlinic Dastanas,merlinic dastanas,1,0,,"Mag. Acc.+23 ""Mag.Atk.Bns.""+23;Mag. crit. hit dmg. +6%;INT+8;Mag. Acc.+12",020346B04F29043A23580000000000000000000000000000
12,wardrobe4,6,23449,Ignominy Cuirass +3,ignominy cuirass +3,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,7,25792,Hiza. Haramaki +2,Hizamaru haramaki +2,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,8,27496,Herculean Boots,herculean boots,1,0,,"""Fast Cast""+4;MND+2",02038C18050A000000000000000000000000000000000000
12,wardrobe4,9,27497,Merlinic Crackows,merlinic crackows,1,0,,"Mag. Acc.+29;""Fast Cast""+6;MND+2",020323E08C28050A00000000000000000000000000000000
12,wardrobe4,10,25642,Herculean Helm,herculean helm,1,0,,"Mag. Acc.+7;Pet: STR+9;""Treasure Hunter""+1;Mag. Acc.+8 ""Mag.Atk.Bns.""+8",020323300047930046380000000000000000000000000000
12,wardrobe4,11,25842,Herculean Trousers,herculean trousers,1,0,,"""Mag.Atk.Bns.""+9;""Fast Cast""+4;Mag. Acc.+5",020385408C18232000000000000000000000000000000000
12,wardrobe4,12,27140,Herculean Gloves,herculean gloves,1,0,,"""Mag.Atk.Bns.""+25;""Fast Cast""+5",020385C08C20000000000000000000000000000000000000
12,wardrobe4,13,23785,Sakpata's Leggings,Sakpata's leggings,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,14,26321,Reiki Yotai,reiki yotai,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,15,26023,Sanctity Necklace,sanctity necklace,1,5,,,000000000000000000000000000000000000000000000000
12,wardrobe4,16,27616,Izdubar Mantle,izdubar mantle,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,17,27603,Aptitude Mantle,aptitude mantle,1,5,,,000000000000000000000000000000000000000000000000
12,wardrobe4,18,19583,Uzura +2,uzura +2,1,0,,TP Bonus +1000,02430000000061990000D989000000000000000000000000
12,wardrobe4,19,26030,Erra Pendant,Erra pendant,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,20,26531,Ratri Plate,Ratri breastplate,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,21,23761,Nyame Helm,Nyame helm,1,5,13,Path: B,0383000041053400BB010000000000000000000000000000
12,wardrobe4,22,23768,Nyame Mail,Nyame mail,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,23,23734,Malignance Gloves,malignance gloves,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,24,23775,Nyame Gauntlets,Nyame gauntlets,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,25,23735,Malignance Tights,malignance tights,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,26,23782,Nyame Flanchard,Nyame flanchard,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,27,23736,Malignance Boots,malignance boots,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,28,23789,Nyame Sollerets,Nyame sollerets,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,29,26088,Malignance Earring,malignance earring,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,30,21921,Kaja Katana,kaja katana,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,31,23778,Sakpata's Cuisses,Sakpata's cuisses,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,32,23771,Sakpata's Gauntlets,Sakpata's gauntlets,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,33,23764,Sakpata's Plate,Sakpata's breastplate,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,34,23757,Sakpata's Helm,Sakpata's helm,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,36,26080,Mache Earring,mache earring,1,0,,,00000000000000000000000000DE70940000000000000000
12,wardrobe4,37,26084,Sherida Earring,Sherida earring,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,38,26116,Schere Earring,schere earring,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,39,26250,Sucellos's Cape,Sucellos's cape,1,0,,"DEX+20;Accuracy+20 Attack+20;""Dual Wield""+10",0203019A4498000092480000000000000000000000000000
12,wardrobe4,40,26258,Andartia's Mantle,Andartia's mantle,1,0,,Accuracy+20 Attack+20;Weapon skill damage +10%,020300004498000047490000000000000000000000000000
12,wardrobe4,41,26185,Niqmaddu Ring,Niqmaddu ring,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,42,23758,Mpaca's Cap,Mpaca's cap,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,43,23765,Mpaca's Doublet,Mpaca's doublet,1,5,,,000000000000000000000000000000000000000000000000
12,wardrobe4,44,23772,Mpaca's Gloves,Mpaca's gloves,1,5,,,000000000000000000000000000000000000000000000000
12,wardrobe4,45,23779,Mpaca's Hose,Mpaca's hose,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,46,23786,Mpaca's Boots,Mpaca's boots,1,5,,,000000000000000000000000000000000000000000000000
12,wardrobe4,47,26218,Beithir Ring,Beithir ring,1,5,,,000000000000000000000000000000000000000000000000
12,wardrobe4,48,21925,Kunimitsu,Kunimitsu,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,49,26246,Cichol's Mantle,Cichol's mantle,1,0,,STR+20;Accuracy+20 Attack+20;Weapon skill damage +10%,0203009A4498000047490000000000000000000000000000
12,wardrobe4,50,28428,Sailfi Belt +1,sailfi belt +1,1,0,6,Path: A,038300007C01180224010000000000000000000000000000
12,wardrobe4,51,28401,Eddy Necklace,eddy necklace,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,52,27545,Telos Earring,telos earring,1,5,,,000000000000000000000000000000000000000000000000
12,wardrobe4,53,23044,Atro. Chapeau +2,atrophy chapeau +2,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,54,23111,Atrophy Tabard +2,atrophy tabard +2,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,55,26809,Viti. Tabard +1,vitiation tabard +1,1,0,,"Enhances ""Chainspell"" effect",024300000000041D00008394000000000000000000000000
12,wardrobe4,56,26250,Sucellos's Cape,Sucellos's cape,1,0,,"Accuracy+20 Attack+20;""Fast Cast""+10",02030000449800008C480000000000000000000000000000
12,wardrobe4,57,26250,Sucellos's Cape,Sucellos's cape,1,0,,"INT+20;Mag. Acc+20 /Mag. Dmg.+20;""Mag.Atk.Bns.""+10",0203049A5098000085480000000000000000000000000000
12,wardrobe4,58,26985,Viti. Gloves +1,vitiation gloves +1,1,0,,Enhancing Magic duration,0243000000004A0500008494000000000000000000000000
12,wardrobe4,59,23245,Atrophy Tights +2,atrophy tights +2,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,60,26625,Agoge Mask +1,agoge mask +1,1,0,,"Enhances ""Savagery"" effect",024300000000300500006E94000000000000000000000000
12,wardrobe4,61,27120,Amalric Gages +1,amalric gages +1,1,0,15,"INT+12;Mag. Acc.+20;""Mag.Atk.Bns.""+20",02233F00AAFBC30B18131413000000000000000000000000
12,wardrobe4,62,27305,Amalric Slops +1,amalric slops +1,1,0,15,"MP+80;""Mag.Atk.Bns.""+25;Enmity-6",02233F00AAFB044F14187905000000000000000000000000
12,wardrobe4,63,25442,Dls. Torque +1,duelist's torque +1,1,0,15,Path: A,038300006810BC02CB00000000DCB6940000000000000000
12,wardrobe4,64,26183,Stikini Ring,stikini ring,1,0,,,000000000000000000000000005C7A000000000000000000
12,wardrobe4,65,26253,Ankou's Mantle,Ankou's mantle,1,0,,STR+20;Accuracy+20 Attack+20;Weapon skill damage +10%,0203009A4498000047490000000000000000000000000000
12,wardrobe4,66,26183,Stikini Ring,stikini ring,1,0,,,000000000000000000000000005DAFC7DE2C000000000000
12,wardrobe4,67,28479,Enervating Earring,enervating earring,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,68,28478,Etiolation Earring,etiolation earring,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,69,23335,Vitiation Boots +2,vitiation boots +2,1,0,,Immunobreak Chance,0243000000004D0500003895000000000000000000000000
12,wardrobe4,70,20977,Heishi Shorinken,Heishi Shorinken,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,71,23755,Ikenga's Hat,Ikenga's hat,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,72,23762,Ikenga's Vest,Ikenga's vest,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,74,26253,Ankou's Mantle,Ankou's mantle,1,0,,"STR+20;Accuracy+20 Attack+20;""Dbl.Atk.""+10",0203009A449800008F480000000000000000000000000000
12,wardrobe4,76,26161,Shukuyu Ring,shukuyu ring,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,77,21482,Compensator,compensator,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,78,27282,Eschite Cuisses,eschite cuisses,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,79,26188,Kishar Ring,Kishar ring,1,0,,,000000000000000000000000000000000000000000000000
12,wardrobe4,80,26262,Camulus's Mantle,Camulus's mantle,1,0,,"DEX+20;Accuracy+20 Attack+20;""Dual Wield""+10",0203019A4498000092480000000000000000000000000000
